ID2	X2	Y2	Ventenata2
2	50.564306	9.431434	1
3	50.571280	9.048154	1
4	50.542345	8.949691	1
5	50.572821	8.819787	1
6	50.649594	8.412786	1
7	50.732254	8.663599	1
8	50.780061	8.702472	1
9	50.763521	9.100143	1
10	50.739872	9.228029	1
11	50.708885	9.304991	1
12	50.602495	8.921357	1
13	50.602312	8.873279	1
17	43.386216	2.732835	1
18	43.974309	2.716313	1
39	45.05	3.11054	1
40	45.029	3.92508	1
41	46.985 	0.40109	1
42	44.284	5.88139	1
43	45.078	2.97439	1
44	45.106	2.96758	1
45	45.196 	3.07985	1
46	46.241	4.10465	1
47	45.149	3.45758	1
48	45.163	3.9996	1
49	44.076	5.47845	1
50	44.899	3.92276	1
51	45.049	3.01199	1
52	43.914	5.48422	1
53	45.127	2.87388	1
54	46.412	3.99634	1
55	44.067	5.53179	1
56	45.4	3.1633	1
57	45.069	3.04327	1
58	43.968	5.62614	1
59	44.478	5.74216	1
60	45.025	3.53076	1
61	45.442	3.08284	1
62	44.895	3.01683	1
63	45.394	3.22997	1
64	44.95	3.76744	1
65	44.861	3.73047	1
66	45.049	2.99641	1
67	45.602	3.16219	1
68	45.094	2.70076	1
69	45.282	3.14416	1
70	44.946	3.11509	1
71	45.195	3.72592	1
72	43.983	5.62674	1
73	46.992	0.40743	1
74	45.062	3.73498	1
75	45.084	3.73558	1
76	45.07	3.97867	1
77	44.088	6.66613	1
82	35.67553	5.90322	1
84	42.780234	13.588102	1
85	42.768453	13.587051	1
86	42.466667	13.550000	1
100	45.48389	11.32222	1
105	44.290864	5.899140	1
107	48.165363	18.982961	1
112	44.774049	34.596370	1
117	41.57333	24.00194	1
118	41.5725	23.88833	1
120	44.292685	23.738376	1
121	45.518151	3.499952	1
122	46.15	18.1	1
123	38.916580	 40.912578	1
124	47.35652	 17.29464	1
125	44.66722	34.39778	1
127	50.381710	13.311636	1
128	50.290549	13.163321	1
129	50.30176	13.317130	1
131	49.227803	13.707831	1
134	49.150615	16.083968	1
135	49.093994	16.182845	1
141	50.30176	13.317130	1
142	49.627951	13.053458	1
150	42.299905	1.852948	1
151	42.299905	1.852948	1
152	41.770066	-2.658428	1
153	42.044483	-2.475094	1
154	41.925050	-2.436985	1
155	41.925561	-2.359394	1
156	41.857451	-2.197260	1
157	38.339362	-2.754646	1
158	40.699667	-4.462999	1
159	45.665639	19.016048	1
160	40.48	-1.63	1
161	40.51	-1.65	1
162	40.51	-1.63	1
163	40.69	-4.48	1
164	40.69	-4.36	1
165	40.58	-5.66	1
166	40.88	-3.89	1
167	40.91	-3.87	1
168	40.97	-3.77	1
169	40.97	-3.65	1
170	40.95	-3.68	1
171	40.95	-3.68	1
172	40.96	-4.03	1
173	41.03	-3.93	1
174	41.10	-3.71	1
175	41.24	-3.54	1
176	41.43	-3.76	1
177	41.24	-3.54	1
178	41.42	-3.18	1
179	41.78	-2.70	1
180	42.05	-2.45	1
181	42.05	-2.45	1
182	41.96	-2.46	1
183	41.96	-2.46	1
184	41.96	-2.34	1
185	41.87	-2.22	1
186	41.87	-2.22	1
187	42.32	-3.67	1
188	42.32	-3.67	1
189	42.32	-3.67	1
190	42.23	-3.30	1
191	42.23	-3.30	1
192	43.01	-5.51	1
193	37.97	-2.69	1
194	49.306944	13.682222	1
195	49.63861	13.112222	1
196	50.254444	13.182500	1
197	50.253056	13.251944	1
198	45.237042598062914	3.158065610431474	1
199	45.237059607208948	3.145325335274514	1
200	45.28208127254485	3.13269000510496	1
201	45.282065966848073	3.145440503902022	1
202	45.012108563239217	2.979779954738513	1
203	45.093124884108683	3.0178760753679	1
204	45.273107309795677	3.107171770412831	1
205	45.282108275410771	3.107188877188267	1
206	45.282095375003564	3.119939381588702	1
207	45.048116235544882	3.017862699501949	1
208	45.05711811754044	3.017865084685577	1
209	45.066107376615406	3.055975413167487	1
210	45.066112704965235	3.043272763316939	1
211	45.075114641782044	3.043279256707151	1
212	44.975931891373563	2.802238060183134	1
213	44.975931891373563	2.802238060183134	1
214	45.219148487530909	2.992442830089756	1
215	44.619388762275847	4.573857082650563	1
220	45.44229342288822	4.254906763766202	1
221	44.603684558058376	4.568574725314842	1
222	44.606083058412672	4.508099049125717	1
234	45.050686791512426	3.122057004038986	1
262	45.29106746228981	3.145463586609659	1
263	45.028819086094913	3.924453863119996	1
264	45.029581937010832	3.925482470771472	1
265	44.66764874006121	4.635092485975485	1
266	45.148257787629589	3.464400765417484	1
267	45.229599063981809	3.311647446353316	1
268	45.192013263688757	2.826952418857042	1
269	44.659371275480389	4.414702885767773	1
270	44.769168319631973	4.536034278121719	1
271	45.229625541296308	3.311609908705321	1
272	45.068399931777094	3.041637318968584	1
274	44.603609658039694	4.56831784643953	1
275	44.588283586637559	4.612928137643201	1
276	44.603202819686409	4.56859842340243	1
277	44.952457506868654	2.937633239914195	1
278	44.987874139291748	3.003857852893609	1
279	45.119113943596361	3.601030335712835	1
280	45.39500883352337	3.234808567667494	1
284	45.234338482522482	3.147879279852762	1
285	45.066116836756798	3.030570235788522	1
286	45.631952177896409	4.225059915971396	1
287	45.76981197580038	4.188023515806488	1
288	45.026814230993153	3.92344903553092	1
290	44.786917466688543	3.796682361384848	1
293	44.606076700848831	4.571802558153689	1
294	44.606190176441011	4.571741630021673	1
296	46.534153229246733	3.192161645542443	1
298	45.005303151393676	3.220196143163017	1
299	45.00538295748386	3.219973225965869	1
300	45.161462430680714	2.973675898877203	1
301	45.235574855636948	3.525634228831244	1
302	45.100641063569348	2.957132008285743	1
304	45.034546957168388	3.915495581863574	1
310	45.636671364633273	2.987808897798906	1
311	45.400838180336656	3.162483493006846	1
312	45.059499693516528	2.982790062853677	1
317	44.602520565729542	4.571532184329472	1
318	44.944731975354657	3.919252002280503	1
319	45.235574855636948	3.525634228831244	1
320	44.960478950936633	3.922406387838859	1
321	45.033411909945031	3.915023294718508	1
323	45.579155464031828	2.902672004138298	1
324	45.6241976181825	3.030872035136439	1
325	45.669166365457912	3.095087519115647	1
326	45.44414229065201	3.09470894253969	1
327	45.399136730731577	3.094633496239004	1
328	45.354130462480768	3.094558640871373	1
329	45.399065583496004	3.158516949276916	1
330	45.488970131628449	3.222754502725684	1
331	45.713985931156834	2.773954444712502	1
332	45.06702960788396	3.671831044161755	1
333	44.990353472438464	4.269294382890245	1
334	45.068926603351784	3.664392562628223	1
335	44.957671111649702	3.880639691455761	1
336	45.067155645239467	3.672603121375775	1
337	44.943025904478013	3.925274625803568	1
338	45.03439477489686	3.915421595864418	1
339	45.196838815636582	3.726844244904013	1
340	45.158956005927216	3.471932347497642	1
341	45.514547948708689	2.974801757926454	1
342	45.256732395471438	3.022612164683539	1
343	45.068995422782514	3.041667209709717	1
344	45.027580756851158	3.895746377997046	1
346	45.398068643509731	3.234931960057212	1
347	45.399891839380864	3.160657990366174	1
348	44.601790253389225	4.571280263802677	1
355	44.627946386357785	4.537556134247814	1
356	44.609502709543328	4.498859607149352	1
357	44.609481246730589	4.498699780976065	1
358	44.607302920455169	4.573622763360867	1
359	44.601021502340082	4.571156260210708	1
360	44.601438946494611	4.570499043724848	1
361	44.601674013374961	4.570649799078617	1
362	44.604249922068867	4.56857774901145	1
363	44.603540568489507	4.568888642992823	1
364	45.398068643509731	3.234931960057212	1
365	45.399891839380864	3.160657990366174	1
367	45.711832030916533	3.050153026791896	1
368	44.606069768775022	4.506937255302011	1
376	44.950711961848214	4.269383087016531	1
377	44.601783015467944	4.571170526819799	1
378	45.083755622690241	3.735226310816881	1
379	45.060396040343235	3.736363017690468	1
380	45.084275245031847	3.735521782339595	1
381	45.062633456887653	3.735429029776364	1
382	45.029399201364157	3.923711441591795	1
383	44.68692349447366	4.535775301527027	1
384	44.91729505273566	4.771165686590375	1
385	45.171849911888927	4.718404812361896	1
394	44.844312836994852	4.026861624246085	1
395	44.598234519305073	4.682843955879354	1
396	44.588321208165617	4.611556233989453	1
397	44.643533992136987	4.485838456035953	1
398	45.422059502119161	4.249130348620033	1
399	44.590360589647382	4.609232557292718	1
400	44.76939475070408	4.541807968713339	1
401	44.641088569380877	4.587913494559938	1
402	45.456655082894279	4.287070028161283	1
403	44.750858014662327	4.432489932992006	1
404	44.626144529257907	4.597483372513551	1
405	44.788318148364212	4.679458321568677	1
406	44.607595000758131	4.540782126184339	1
408	45.196838815636582	3.726844244904013	1
409	45.127058159197503	2.879509082965514	1
411	45.034144033784898	3.916649785022764	1
412	45.067145525120338	3.672844746251734	1
413	44.601500263307962	4.571090784125584	1
414	44.6016002590532	4.571190489985315	1
415	44.602200232552391	4.570480873824193	1
417	45.067330680178429	3.672336285557783	1
